tiempo;cpu
0.7483352;0.0;fallas1;51
0.0034391;0.0;fallas2;23
0.0036195;0.0;fallas3;16
0.0037699;0.0;fallas4;27
0.0050409;0.0;fallas5;16
0.0045764;0.0;fallas6;22
0.0040119;0.0;fallas7;24
0.0054502;0.0;fallas8;36
0.0045468;33.5;fallas9;52
0.0031756;33.5;fallas10;19
0.0095939;33.5
0.0042571;33.5
0.0027564;33.5
0.0064712;33.5
0.0059835;33.5
0.0037262;33.5
0.003192;50.3
0.003987;50.3
0.0030038;50.3
0.0041332;50.3
0.004523;50.3
0.0033194;50.3
0.0032259;50.3
0.0026908;50.3
0.0038003;50.3
0.0051371;53.9
0.0028059;53.9
0.0034439;53.9
0.0033043;53.9
0.0030914;53.9
0.0027517;53.9
0.00319;53.9
0.004593;53.9
0.0033986;53.9
0.0039544;46.3
0.0033657;46.3
0.0035402;46.3
0.0025177;46.3
0.0026389;46.3
0.0028796;46.3
0.0036177;46.3
0.0030095;46.3
0.0158247;50.1
0.0031584;50.1
0.0026171;50.1
0.0028156;50.1
0.0031106;50.1
0.0028838;50.1
0.0027375;50.1
0.0036806;50.1
0.0030992;46.4
0.0033073;46.4
0.0026059;46.4
0.002487;46.4
0.0041548;46.4
0.0027658;46.4
0.0028007;46.4
0.0039884;46.4
0.0035294;54.8
0.0029813;54.8
0.0052793;54.8
0.004782;54.8
0.0035522;54.8
0.0047999;54.8
0.0024686;54.8
0.0032334;60.4
0.0030495;60.4
0.0025953;60.4
0.0022607;60.4
0.003419;60.4
0.0032409;60.4
0.0029316;60.4
0.002698;60.4
0.0038177;57.6
0.0023596;57.6
0.002993;57.6
0.0023873;57.6
0.0029636;57.6
0.0027954;57.6
0.0120933;57.6
0.0023079;57.6
0.0037623;57.6
0.0061521;50.4
0.0033276;50.4
0.0023686;50.4
0.004261;50.4
0.0040703;50.4
0.0022978;50.4
0.0023232;50.4
0.0030917;50.4
0.0021949;50.4
0.0023787;48.5
0.002673;48.5
0.0024791;48.5
0.0022694;48.5
0.003274;48.5
0.0035841;48.5
0.0027207;48.5
0.0022438;48.5
0.0023667;45.5
0.0023407;45.5
0.002304;45.5
0.0039186;45.5
0.0024026;45.5
0.0024512;45.5
0.0022358;45.5
0.0038517;45.5
0.0023072;45.5
0.0024521;42.3
0.0021347;42.3
0.0027671;42.3
0.0138192;42.3
0.0025457;42.3
0.0028707;42.3
0.0021883;42.3
0.00249;42.3
0.0026457;42.3
0.0024309;41.5
0.0021405;41.5
0.0022495;41.5
0.0035203;41.5
0.0032495;41.5
0.0028952;41.5
0.0021635;41.5
0.0024367;41.5
0.0023001;41.5
0.0021903;41.5
0.005372;39.7
0.003866;39.7
0.0023949;39.7
0.0022878;39.7
0.0021654;39.7
0.0022419;39.7
0.0022368;39.7
0.0021376;39.7
0.0023032;39.7
0.0022408;39.7
0.0020663;36.4
0.0028134;36.4
0.0020581;36.4
0.0025161;36.4
0.002181;36.4
0.0021951;36.4
0.0021494;36.4
0.0032725;36.4
0.002277;36.4
0.0023416;40.8
0.0021862;40.8
0.0030233;40.8
0.0315665;30.2
0.0036984;30.2
0.0035379;30.2
0.0038159;30.2
0.003373;30.2
0.0032536;30.2
0.0025713;81.0
0.0036256;81.0
0.004715;81.0
0.00301;81.0
0.0046842;81.0
0.0026895;68.8
0.0031541;68.8
0.0024005;68.8
0.0063466;68.8
0.0029781;68.8
0.0036104;68.8
0.0044888;68.8
0.0027296;68.8
0.0026928;68.2
0.002263;68.2
0.0023944;68.2
0.0025398;68.2
0.0031259;68.2
0.0025044;68.2
0.0027556;68.2
0.0031463;68.2
0.003171;68.2
0.0027668;55.1
0.0021823;55.1
0.0029583;55.1
0.0027051;55.1
0.0024199;55.1
0.0023314;55.1
0.0024135;55.1
0.0027161;55.1
0.0024011;55.1
0.0024031;38.0
0.002613;38.0
0.0022748;38.0
0.0024753;38.0
0.0029339;38.0
0.003785;38.0
0.0024115;38.0
0.0022495;38.0
0.0023964;38.0
0.0021107;35.6
0.0021538;35.6
0.0024141;35.6
0.0024522;35.6
0.0021168;35.6
0.0026193;35.6
0.0025936;35.6
0.0025898;35.6
0.0021874;35.6
0.0034911;42.3
0.0026208;42.3
0.002798;42.3
0.0028105;42.3
0.0028176;42.3
0.0029272;42.3
0.0040441;42.3
0.0021294;42.3
0.0034191;42.3
0.0034469;51.5
0.0028949;51.5
0.0023268;51.5
0.0023276;51.5
0.0021658;51.5
0.0025945;51.5
0.0033736;51.5
0.0029382;51.5
0.0025282;51.5
0.0023955;45.2
0.00339;45.2
